Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Counter,Count
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,63,0,63,63,63,727.000000000,709.666687012,727.500000000,709.500000000,0,727,710,1,1,1.128379167,1.128379167,0,0.000000000,0,63,63,NaN,NaN,100,63,2,727,789,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,86,0,86,86,86,722.000000000,707.666687012,722.500000000,707.500000000,0,722,708,1,1,1.128379167,1.128379167,0,0.000000000,0,86,86,NaN,NaN,100,86,2,722,791,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,22,0,22,22,22,721.000000000,705.333312988,721.500000000,705.500000000,0,721,706,1,1,1.128379167,1.128379167,0,0.000000000,0,22,22,NaN,NaN,100,22,2,721,793,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,76,0,76,76,76,718.666687012,701.000000000,718.500000000,700.500000000,0,718,701,1,1,1.128379167,1.128379167,0,0.000000000,0,76,76,NaN,NaN,100,76,2,718,798,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,33,0,33,33,33,714.333312988,700.333312988,714.500000000,700.500000000,0,714,701,1,1,1.128379167,1.128379167,0,0.000000000,0,33,33,NaN,NaN,100,33,2,714,798,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,33,0,33,33,33,712.666687012,700.333312988,712.500000000,700.500000000,0,712,701,1,1,1.128379167,1.128379167,0,0.000000000,0,33,33,NaN,NaN,100,33,2,712,798,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,69,0,69,69,69,710.333312988,702.666687012,710.500000000,702.500000000,0,710,703,1,1,1.128379167,1.128379167,0,0.000000000,0,69,69,NaN,NaN,100,69,2,710,796,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,76,0,76,76,76,704.666687012,705.333312988,704.500000000,705.500000000,0,704,706,1,1,1.128379167,1.128379167,0,0.000000000,0,76,76,NaN,NaN,100,76,2,704,793,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,51,0,51,51,51,702.333312988,707.333312988,702.500000000,707.500000000,0,702,708,1,1,1.128379167,1.128379167,0,0.000000000,0,51,51,NaN,NaN,100,51,2,702,791,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,44,0,44,44,44,701.000000000,708.666687012,701.500000000,708.500000000,0,701,709,1,1,1.128379167,1.128379167,0,0.000000000,0,44,44,NaN,NaN,100,44,2,701,790,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,43,0,43,43,43,695.666687012,713.000000000,695.500000000,712.500000000,0,695,713,1,1,1.128379167,1.128379167,0,0.000000000,0,43,43,NaN,NaN,100,43,2,695,786,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,65,0,65,65,65,700.666687012,713.333312988,700.500000000,713.500000000,0,700,714,1,1,1.128379167,1.128379167,0,0.000000000,0,65,65,NaN,NaN,100,65,2,700,785,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,55,0,55,55,55,704.333312988,712.333312988,704.500000000,712.500000000,0,704,713,1,1,1.128379167,1.128379167,0,0.000000000,0,55,55,NaN,NaN,100,55,2,704,786,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,39,0,39,39,39,704.666687012,711.666687012,704.500000000,711.500000000,0,704,712,1,1,1.128379167,1.128379167,0,0.000000000,0,39,39,NaN,NaN,100,39,2,704,787,0,0,0.000000000,0.000000000,NaN,0,60
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,67,0,67,67,67,706.000000000,710.666687012,706.500000000,710.500000000,0,706,711,1,1,1.128379167,1.128379167,0,0.000000000,0,67,67,NaN,NaN,100,67,2,706,788,0,0,0.000000000,0.000000000,NaN,0,60
