"Label","Area","Mean","StdDev","Mode","Min","Max","X","Y","XM","YM","Perim.","BX","BY","Width","Height","Major","Minor","Angle","Circ.","Feret","IntDen","Median","Skew","Kurt","X.Area","RawIntDen","Ch","FeretX","FeretY","FeretAngle","MinFeret","AR","Round","Solidity","Counter","Count","File_ID","Channel","X.Pixel","Y.Pixel","X.Pixel.Centered","Y.Pixel.Centered","X.Scaled","Y.Scaled"
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,210,0,210,210,210,787.333312988,825,787.5,824.5,0,787,825,1,1,1.128379167,1.128379167,0,0,0,210,210,NA,NA,100,210,1,787,674,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",787.333312988,825,35.833312988,77.5,0.292516840718367,0.803108808290155
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,206,0,206,206,206,785.666687012,823,785.5,822.5,0,785,823,1,1,1.128379167,1.128379167,0,0,0,206,206,NA,NA,100,206,1,785,676,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",785.666687012,823,34.166687012,75.5,0.278911730710204,0.782383419689119
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,185,0,185,185,185,782.333312988,821.333312988,782.5,821.5,0,782,822,1,1,1.128379167,1.128379167,0,0,0,185,185,NA,NA,100,185,1,782,677,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",782.333312988,821.333312988,30.833312988,73.833312988,0.251700514187755,0.765112051689119
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,116,0,116,116,116,782,821,782.5,820.5,0,782,821,1,1,1.128379167,1.128379167,0,0,0,116,116,NA,NA,100,116,1,782,678,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",782,821,30.5,73.5,0.248979591836735,0.761658031088083
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,168,0,168,168,168,781.333312988,821.666687012,781.5,821.5,0,781,822,1,1,1.128379167,1.128379167,0,0,0,168,168,NA,NA,100,168,1,781,677,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",781.333312988,821.666687012,29.833312988,74.166687012,0.243537248881633,0.768566704787565
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,227,0,227,227,227,785.666687012,824.666687012,785.5,824.5,0,785,825,1,1,1.128379167,1.128379167,0,0,0,227,227,NA,NA,100,227,1,785,674,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",785.666687012,824.666687012,34.166687012,77.166687012,0.278911730710204,0.799654787689119
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,105,0,105,105,105,790,827.666687012,790.5,827.5,0,790,828,1,1,1.128379167,1.128379167,0,0,0,105,105,NA,NA,100,105,1,790,671,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",790,827.666687012,38.5,80.166687012,0.314285714285714,0.830742870590674
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,93,0,93,93,93,784.333312988,825,784.5,824.5,0,784,825,1,1,1.128379167,1.128379167,0,0,0,93,93,NA,NA,100,93,1,784,674,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",784.333312988,825,32.833312988,77.5,0.2680270448,0.803108808290155
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,200,0,200,200,200,788.333312988,828,788.5,827.5,0,788,828,1,1,1.128379167,1.128379167,0,0,0,200,200,NA,NA,100,200,1,788,671,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",788.333312988,828,36.833312988,80.5,0.30068010602449,0.83419689119171
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,230,0,230,230,230,788.333312988,830.333312988,788.5,830.5,0,788,831,1,1,1.128379167,1.128379167,0,0,0,230,230,NA,NA,100,230,1,788,668,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",788.333312988,830.333312988,36.833312988,82.833312988,0.30068010602449,0.858376300393782
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,114,0,114,114,114,792.333312988,832.333312988,792.5,832.5,0,792,833,1,1,1.128379167,1.128379167,0,0,0,114,114,NA,NA,100,114,1,792,666,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",792.333312988,832.333312988,40.833312988,84.833312988,0.333333167248979,0.879101688994819
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,219,0,219,219,219,793,833.333312988,793.5,833.5,0,793,834,1,1,1.128379167,1.128379167,0,0,0,219,219,NA,NA,100,219,1,793,665,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",793,833.333312988,41.5,85.833312988,0.338775510204082,0.889464383295337
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,204,0,204,204,204,794.666687012,833.333312988,794.5,833.5,0,794,834,1,1,1.128379167,1.128379167,0,0,0,204,204,NA,NA,100,204,1,794,665,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",794.666687012,833.333312988,43.166687012,85.833312988,0.352381118465306,0.889464383295337
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,148,0,148,148,148,798.666687012,834.333312988,798.5,834.5,0,798,835,1,1,1.128379167,1.128379167,0,0,0,148,148,NA,NA,100,148,1,798,664,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",798.666687012,834.333312988,47.166687012,86.833312988,0.385034179689796,0.899827077595855
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,98,0,98,98,98,801,835,801.5,834.5,0,801,835,1,1,1.128379167,1.128379167,0,0,0,98,98,NA,NA,100,98,1,801,664,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",801,835,49.5,87.5,0.404081632653061,0.906735751295337
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,181,0,181,181,181,802.333312988,835.333312988,802.5,835.5,0,802,836,1,1,1.128379167,1.128379167,0,0,0,181,181,NA,NA,100,181,1,802,663,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",802.333312988,835.333312988,50.833312988,87.833312988,0.414965820310204,0.910189771896373
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,145,0,145,145,145,806.333312988,835.333312988,806.5,835.5,0,806,836,1,1,1.128379167,1.128379167,0,0,0,145,145,NA,NA,100,145,1,806,663,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",806.333312988,835.333312988,54.833312988,87.833312988,0.447618881534694,0.910189771896373
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,81,0,81,81,81,808,835,808.5,834.5,0,808,835,1,1,1.128379167,1.128379167,0,0,0,81,81,NA,NA,100,81,1,808,664,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",808,835,56.5,87.5,0.461224489795918,0.906735751295337
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,143,0,143,143,143,809,835,809.5,834.5,0,809,835,1,1,1.128379167,1.128379167,0,0,0,143,143,NA,NA,100,143,1,809,664,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",809,835,57.5,87.5,0.469387755102041,0.906735751295337
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,78,0,78,78,78,812,834,812.5,833.5,0,812,834,1,1,1.128379167,1.128379167,0,0,0,78,78,NA,NA,100,78,1,812,665,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",812,834,60.5,86.5,0.493877551020408,0.896373056994819
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,30,0,30,30,30,813.333312988,833,813.5,832.5,0,813,833,1,1,1.128379167,1.128379167,0,0,0,30,30,NA,NA,100,30,1,813,666,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",813.333312988,833,61.833312988,85.5,0.504761738677551,0.886010362694301
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,207,0,207,207,207,815,831,815.5,830.5,0,815,831,1,1,1.128379167,1.128379167,0,0,0,207,207,NA,NA,100,207,1,815,668,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",815,831,63.5,83.5,0.518367346938776,0.865284974093264
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,96,0,96,96,96,818.333312988,829,818.5,828.5,0,818,829,1,1,1.128379167,1.128379167,0,0,0,96,96,NA,NA,100,96,1,818,670,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",818.333312988,829,66.833312988,81.5,0.545578065208163,0.844559585492228
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,96,0,96,96,96,818.666687012,829,818.5,828.5,0,818,829,1,1,1.128379167,1.128379167,0,0,0,96,96,NA,NA,100,96,1,818,670,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",818.666687012,829,67.166687012,81.5,0.548299485812245,0.844559585492228
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,192,0,192,192,192,819,828.333312988,819.5,828.5,0,819,829,1,1,1.128379167,1.128379167,0,0,0,192,192,NA,NA,100,192,1,819,670,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",819,828.333312988,67.5,80.833312988,0.551020408163265,0.837650911792746
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,81,0,81,81,81,820,827.333312988,820.5,827.5,0,820,828,1,1,1.128379167,1.128379167,0,0,0,81,81,NA,NA,100,81,1,820,671,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",820,827.333312988,68.5,79.833312988,0.559183673469388,0.827288217492228
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,84,0,84,84,84,821,825.666687012,821.5,825.5,0,821,826,1,1,1.128379167,1.128379167,0,0,0,84,84,NA,NA,100,84,1,821,673,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",821,825.666687012,69.5,78.166687012,0.56734693877551,0.810017481989637
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,152,0,152,152,152,823,822.666687012,823.5,822.5,0,823,823,1,1,1.128379167,1.128379167,0,0,0,152,152,NA,NA,100,152,1,823,676,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",823,822.666687012,71.5,75.166687012,0.583673469387755,0.778929399088083
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,30,0,30,30,30,825,820.666687012,825.5,820.5,0,825,821,1,1,1.128379167,1.128379167,0,0,0,30,30,NA,NA,100,30,1,825,678,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",825,820.666687012,73.5,73.166687012,0.6,0.758204010487047
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,118,0,118,118,118,826,819,826.5,818.5,0,826,819,1,1,1.128379167,1.128379167,0,0,0,118,118,NA,NA,100,118,1,826,680,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",826,819,74.5,71.5,0.608163265306122,0.740932642487047
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,255,0,255,255,255,828,817.666687012,828.5,817.5,0,828,818,1,1,1.128379167,1.128379167,0,0,0,255,255,NA,NA,100,255,1,828,681,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",828,817.666687012,76.5,70.166687012,0.624489795918367,0.727115927585492
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,197,0,197,197,197,828,821.333312988,828.5,821.5,0,828,822,1,1,1.128379167,1.128379167,0,0,0,197,197,NA,NA,100,197,1,828,677,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",828,821.333312988,76.5,73.833312988,0.624489795918367,0.765112051689119
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,193,0,193,193,193,824.666687012,824,824.5,823.5,0,824,824,1,1,1.128379167,1.128379167,0,0,0,193,193,NA,NA,100,193,1,824,675,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",824.666687012,824,73.166687012,76.5,0.59727907764898,0.792746113989637
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,100,0,100,100,100,824,825.333312988,824.5,825.5,0,824,826,1,1,1.128379167,1.128379167,0,0,0,100,100,NA,NA,100,100,1,824,673,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",824,825.333312988,72.5,77.833312988,0.591836734693878,0.806562828891192
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,115,0,115,115,115,820.333312988,830.333312988,820.5,830.5,0,820,831,1,1,1.128379167,1.128379167,0,0,0,115,115,NA,NA,100,115,1,820,668,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",820.333312988,830.333312988,68.833312988,82.833312988,0.561904595820408,0.858376300393782
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,222,0,222,222,222,817.666687012,833.333312988,817.5,833.5,0,817,834,1,1,1.128379167,1.128379167,0,0,0,222,222,NA,NA,100,222,1,817,665,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",817.666687012,833.333312988,66.166687012,85.833312988,0.540136220506123,0.889464383295337
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,210,0,210,210,210,815.333312988,834,815.5,833.5,0,815,834,1,1,1.128379167,1.128379167,0,0,0,210,210,NA,NA,100,210,1,815,665,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",815.333312988,834,63.833312988,86.5,0.521088269289796,0.896373056994819
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,166,0,166,166,166,811.666687012,835,811.5,834.5,0,811,835,1,1,1.128379167,1.128379167,0,0,0,166,166,NA,NA,100,166,1,811,664,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",811.666687012,835,60.166687012,87.5,0.491156628669388,0.906735751295337
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,108,0,108,108,108,809.333312988,836,809.5,835.5,0,809,836,1,1,1.128379167,1.128379167,0,0,0,108,108,NA,NA,100,108,1,809,663,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",809.333312988,836,57.833312988,88.5,0.472108677453061,0.917098445595855
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,48,0,48,48,48,804.666687012,837.333312988,804.5,837.5,0,804,838,1,1,1.128379167,1.128379167,0,0,0,48,48,NA,NA,100,48,1,804,661,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",804.666687012,837.333312988,53.166687012,89.833312988,0.434013771526531,0.930915160497409
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,100,0,100,100,100,800.333312988,837.666687012,800.5,837.5,0,800,838,1,1,1.128379167,1.128379167,0,0,0,100,100,NA,NA,100,100,1,800,661,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",800.333312988,837.666687012,48.833312988,90.166687012,0.398639289697959,0.934369813595855
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,69,0,69,69,69,796.666687012,837,796.5,836.5,0,796,837,1,1,1.128379167,1.128379167,0,0,0,69,69,NA,NA,100,69,1,796,662,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",796.666687012,837,45.166687012,89.5,0.368707649077551,0.927461139896373
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,199,0,199,199,199,793.333312988,835.666687012,793.5,835.5,0,793,836,1,1,1.128379167,1.128379167,0,0,0,199,199,NA,NA,100,199,1,793,663,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",793.333312988,835.666687012,41.833312988,88.166687012,0.341496432555102,0.913644424994819
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,115,0,115,115,115,790.666687012,834.333312988,790.5,834.5,0,790,835,1,1,1.128379167,1.128379167,0,0,0,115,115,NA,NA,100,115,1,790,664,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",790.666687012,834.333312988,39.166687012,86.833312988,0.319728057240816,0.899827077595855
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,103,0,103,103,103,789.666687012,833,789.5,832.5,0,789,833,1,1,1.128379167,1.128379167,0,0,0,103,103,NA,NA,100,103,1,789,666,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",789.666687012,833,38.166687012,85.5,0.311564791934694,0.886010362694301
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,230,0,230,230,230,788,831,788.5,830.5,0,788,831,1,1,1.128379167,1.128379167,0,0,0,230,230,NA,NA,100,230,1,788,668,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",788,831,36.5,83.5,0.297959183673469,0.865284974093264
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,197,0,197,197,197,786.666687012,829,786.5,828.5,0,786,829,1,1,1.128379167,1.128379167,0,0,0,197,197,NA,NA,100,197,1,786,670,0,0,0,0,NA,1,197,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",786.666687012,829,35.166687012,81.5,0.287074996016327,0.844559585492228
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,49,0,49,49,49,774.666687012,710,774.5,709.5,0,774,710,1,1,1.128379167,1.128379167,0,0,0,49,49,NA,NA,100,49,1,774,789,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",774.666687012,710,23.166687012,-37.5,0.189115812342857,-0.412087912087912
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,49,0,49,49,49,779,705.333312988,779.5,705.5,0,779,706,1,1,1.128379167,1.128379167,0,0,0,49,49,NA,NA,100,49,1,779,793,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",779,705.333312988,27.5,-42.166687012,0.224489795918367,-0.463370186945055
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,54,0,54,54,54,786.333312988,700.333312988,786.5,700.5,0,786,701,1,1,1.128379167,1.128379167,0,0,0,54,54,NA,NA,100,54,1,786,798,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",786.333312988,700.333312988,34.833312988,-47.166687012,0.284353575412245,-0.51831524189011
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,51,0,51,51,51,793.666687012,699.666687012,793.5,699.5,0,793,700,1,1,1.128379167,1.128379167,0,0,0,51,51,NA,NA,100,51,1,793,799,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",793.666687012,699.666687012,42.166687012,-47.833312988,0.344217853159184,-0.525640802065934
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,63,0,63,63,63,802,706,802.5,705.5,0,802,706,1,1,1.128379167,1.128379167,0,0,0,63,63,NA,NA,100,63,1,802,793,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",802,706,50.5,-41.5,0.412244897959184,-0.456043956043956
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,130,0,130,130,130,778.666687012,710,778.5,709.5,0,778,710,1,1,1.128379167,1.128379167,0,0,0,130,130,NA,NA,100,130,2,778,789,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",778.666687012,710,27.166687012,-37.5,0.221768873567347,-0.412087912087912
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,64,0,64,64,64,783.333312988,707.666687012,783.5,707.5,0,783,708,1,1,1.128379167,1.128379167,0,0,0,64,64,NA,NA,100,64,2,783,791,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",783.333312988,707.666687012,31.833312988,-39.833312988,0.259863779493877,-0.437728714153846
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,126,0,126,126,126,784.333312988,705,784.5,704.5,0,784,705,1,1,1.128379167,1.128379167,0,0,0,126,126,NA,NA,100,126,2,784,794,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",784.333312988,705,32.833312988,-42.5,0.2680270448,-0.467032967032967
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,96,0,96,96,96,785.333312988,704.666687012,785.5,704.5,0,785,705,1,1,1.128379167,1.128379167,0,0,0,96,96,NA,NA,100,96,2,785,794,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",785.333312988,704.666687012,33.833312988,-42.833312988,0.276190310106122,-0.470695747120879
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,65,0,65,65,65,789.333312988,704.333312988,789.5,704.5,0,789,705,1,1,1.128379167,1.128379167,0,0,0,65,65,NA,NA,100,65,2,789,794,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",789.333312988,704.333312988,37.833312988,-43.166687012,0.308843371330612,-0.474359197934066
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,39,0,39,39,39,790,704.333312988,790.5,704.5,0,790,705,1,1,1.128379167,1.128379167,0,0,0,39,39,NA,NA,100,39,2,790,794,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",790,704.333312988,38.5,-43.166687012,0.314285714285714,-0.474359197934066
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,82,0,82,82,82,792.666687012,704.666687012,792.5,704.5,0,792,705,1,1,1.128379167,1.128379167,0,0,0,82,82,NA,NA,100,82,2,792,794,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",792.666687012,704.666687012,41.166687012,-42.833312988,0.336054587853061,-0.470695747120879
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,57,0,57,57,57,794.333312988,705,794.5,704.5,0,794,705,1,1,1.128379167,1.128379167,0,0,0,57,57,NA,NA,100,57,2,794,794,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",794.333312988,705,42.833312988,-42.5,0.349659697861224,-0.467032967032967
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,76,0,76,76,76,796.333312988,706,796.5,705.5,0,796,706,1,1,1.128379167,1.128379167,0,0,0,76,76,NA,NA,100,76,2,796,793,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",796.333312988,706,44.833312988,-41.5,0.365986228473469,-0.456043956043956
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,75,0,75,75,75,797.333312988,707,797.5,706.5,0,797,707,1,1,1.128379167,1.128379167,0,0,0,75,75,NA,NA,100,75,2,797,792,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",797.333312988,707,45.833312988,-40.5,0.374149493779592,-0.445054945054945
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,110,0,110,110,110,799.333312988,709,799.5,708.5,0,799,709,1,1,1.128379167,1.128379167,0,0,0,110,110,NA,NA,100,110,2,799,790,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",799.333312988,709,47.833312988,-38.5,0.390476024391837,-0.423076923076923
"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue",0,28,0,28,28,28,801.333312988,710.333312988,801.5,710.5,0,801,711,1,1,1.128379167,1.128379167,0,0,0,28,28,NA,NA,100,28,2,801,788,0,0,0,0,NA,0,60,"2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001","Blue",801.333312988,710.333312988,49.833312988,-37.166687012,0.406802555004082,-0.408425132
